text
"I'm at 東京都庁 (新宿区, 東京都) w/ 4 others http://t.co/I4474TKx"
この発想は無かったわ（笑） http://t.co/K4kDYvdn
今日のお昼ごはんはササミ×２と０カロリーゼリーでした。同僚に、大平さん何を食べているんですか！とギョッとされる。あらやだ、初見だったのね。テヘッ（＊ノノ）＠だいえっとめぬー//帰ったら　@asoutomtom さんに教えてもらったササミ調理法を実践しよ。
@asahinaichiro なるほど。官僚と政治家が議論できるような機会をちょくちょく提供していくと光が見えてきそうですね。幾つか思いつく組み合わせがあるので設定していこうと思います。
なるほど！ RT @junitabashi: @kiwipon バファリン自体に眠くなる成分は入ってないけど，解熱する時にだるくなったり血圧が少し下がったりすると，それを眠く感じるのでありんす．
@metabon107 薬剤師の方にねむくならないって言われました（笑）
@komakitinn お、薬剤師さんなんだ。ありがとうー
バファリンって眠たくなるんだっけ－
ハシゴを外される前に外してやる戦略で。（それが全員にとって幸せな解決ではないかと思い始めた・・・）
"I'm at マルエツ 港南ワールドシティ店 (港南4-6-7, ワールドシティタワーズ 1階, 港区) http://t.co/8txbwf1g"
@ryoudon パパー会社に行かないでーっ！って感じですか？あら、かわいいじゃない。
@Reika0114 おいちい？
@Ksnicc 京都に近くなったし習ってみるといいかもー♪
@ururu222 ♪
"I'm at りんかい線 天王洲アイル駅 (Tennozu Isle Sta.) (東品川2-5-19, 品川区) http://t.co/k7rZWxJU"
@lovepeaceworld ♪
@LunaYue4 ♪
@milkyway_19 ♪
@minahiro0261 ♪
@salumina リアルで見るともっときれい
@openarms1986 ええでしょう？
@21th55 良かったです。
@EriSaitocom そうです。うらやすです。
"I'm at 舞浜駅 (Maihama Sta.) (舞浜26-5, 浦安市) http://t.co/HdbAQeMq"
@Ksnicc おちゃやってたんで、着物は好きです(笑)
労働関係の法律を調べていて連合のHPにたどり着く。労働組合のHPは分かりやすく作られているなぁと。あと、法制度がいかに労働者寄りに作られているかもよくわかる。  ま、権利者の側がそれを知っていなくって使われていないことは中小企業だとよくあることかな。
@Ksnicc やっぱロイホなんですねー。そのプロフ写真と印象が違いすぎてわかりませんでした(笑)
@ksnicc ありがとうっす。ところでRHってなに？？
@daitouasensou @Ksnicc @0asami1 走って来ました。ありがとうございました。
Just completed a 7.64 km swim - 朝ラン。走りながら一ヶ月以上かかっている問題の処理方法を考える。. http://t.co/Jfr98M43 #RunKeeper
写真ではうまく表現できないけど、この、透明感のある赤がすごく好きです。 http://t.co/W8GLnMdg
鳥さんを撮影。 http://t.co/0jMEVpH2
@taedreamy キャンセルになったん（´・ω・｀）
火曜の朝の天使さ♪ RT @MARI4BOMB: @kiwipon 走り出したら止まらないぜ♪
日の出マダー？ http://t.co/cx8yxWj7
@suzumin_0601 ○┼< ○卍クルッ　ミ(ノ^^)ノ スチャッ！受身成功
走るかどうか迷っている。。。
@suzumin_0601 可愛いなぁｗ　ナデナデ（ ＾＾）/（・・、）
@suzumin_0601 おはよう。世界一愛しているすずみ。今日も可愛いね＾＾
@suzumin_0601 おはよん
@onkintarou さいこうて（笑）
@taedreamy 一緒にうどんを食べに行こうというやつでした。
@hayakana いや、なくなったからｗ
うどんデートがしょんぼり。
@JunItabashi ですね。ラーメンも食べないようにします。
@minahiro0261 ファンタズミック！
@minnie480811tao さすが幼女さん！ありがと！
@aiia1974 ファンタズミーック！ありがと！
@AraLe_POM あ、なるほどー。ありがと！
@sx24karats 浪人生にあげるのは相当気が引ける。。、せめて、センター終わってからで。。。
この時間にシーでピカピカやってるのは何だろう？
９月まででかなり痩せてタガが外れていたのと、食欲の秋で暴飲暴食していたら、10月に入って三キロも太った。や・ヴァイっすね。ダイエットしなきゃ。
@poinsettia1225 いいね！
"I'm at 浦安市運動公園 総合体育館 (舞浜2-27, 浦安市) http://t.co/9C0RxySl"
"I'm at 浦安市運動公園屋内プール (舞浜２番地２７, Urayasu) http://t.co/XilOCwJd"
Just completed a 3.39 km run with @runkeeper. Check it out! http://t.co/ktd789hK #RunKeeper
口内炎出来た。痛い。。。
@kenji197503 えへへ、良い休日を!
@kenji197503 そんな社長が大好きです（笑）
地震情報 - 2011年10月10日 11時46分 M5.6 福島県沖- 日本気象協会 tenki.jp http://t.co/HfCcpBfn
お、地震だ。
わかりますwRT @naofumi0628: 19時-5時睡眠は満ち足りた感がヤバい。
@junitabashi おろろ、しっかり飲んでくださいね♪
@kyuri02 あとから企業人にnaruのはむずかしいからとりあえず企業人になって企業人のマナーや様式を学んでおくと、フリーランスやアクディブニートでもポテンシャルを発揮できると思います。様式・形式をミスるとビジネスや能力以前で足きりされるのでご注意を・・・
@sayokom かしわぎゆきに見えた。
@JunItabashi いいね！
@okanatsu おえりなさい、お疲れ様です。雨に濡れなくて良かったですね♪←びしょびしょになった・・
@hayakana 現金な女だなｗｗｗ現実的には好きだけど、持って行く側からしたら微妙だぜｗｗ何持って行こうかなー。お酒とかだと簡単なんだけど（笑）
@hayakana おおおっ！おめでたい！引越祝い持って行こうか（笑）
@hayakana おろろ、恵比寿撤退？
@hayakana すばらしい！家出られるようになったら是非どうぞ♪
@okanatsu そのツイートの直前までですね。良かったですね♪
@minahiro0261 機会があればどうぞ！
@hayakana へぇー好きなんだ！今度ごいっしょします？？
あ、あめ！？
@sx24karats はよう東京出ておいで笑
@daikumaster ほっほー！
@california0130 お、ご近所さん！
@kirari_h2 エエじゃロー♪
@minahiro0261 ええじゃろー！
@arther_p そ、そうですかー！？
@Gsamakyabe 仲間かとおもっとのに！しょぼーん
@waterrosey いいでしょ！
家電コーナーで空気清浄機を見ています。
自宅でたこ焼き飲みしながらのディズニー花火鑑賞しゅうりょうー。タノシイね！:)
とっといれー
@Kanaske_ 連絡できてなくてサーセンシタッ！
りだつ！ミスドでのPC作業ははかどるなぁ～。 (@ ミスタードーナツ 浦安ショップ) http://t.co/IMhIB9k1
どうにかならないっすか、この花粉。ぐしゅんぐゅん。
今月にはいって致命的なぐらい連絡の類い（しかも仕事以外）ができない人間になってきているなぁ。反省しよう。。。
浦安駅の近くで作業。
@konishium @perfume__love @hashimotou @Gsamakyabe よろしくにゃーん。
@Gsamakyabe もしかして！キャベツ好きとか。。。！？
@oonumanoriko あはは(笑)
空気清浄機って花粉症にも効くのかなぁ。
ｲﾃﾃ。。
@ryoudon 秋も危険なんですね、ありがとうございます！
むくり。
@tomochin_nv えへへ（笑）
@chippy205 一緒に食べよう。とかそういう振りですか？（笑）
酔った勢いとは言え、ラーメン大盛りを食べた後に、つけ麺中はさすがにやり過ぎたと反省しています。。
I'm at 浦安鑑定団 http://t.co/n90KGJhT
"I'm at auショップ 浦安店 (浦安市猫実2丁目, やなぎ通り, 浦安市) http://t.co/5Jgb9w5B"
うーん、花粉症ですかね。。。秋なのに。。。誰か最近、花粉症になった人いるかな？
@iloveuthanku motiron
@suzumin_0601 残念て。。。
I'm at 新宿駅 (Shinjuku Sta.) w/ @n_mizuguchi http://t.co/q9eu1cpc
"I'm at 白兵衞 新宿歌舞伎町店 (新宿区歌舞伎町, Kabuki-cho) http://t.co/Lpu4TwYJ"
@perfume__love いますぐこい！
@perfume__love くるくるー？みんないるよー！
"I'm at 新宿ゴールデン街 (歌舞伎町1-1, 新宿区) w/ 2 others http://t.co/dCjmYVyR"
ある意味ほーむたうん(笑) (@ 新大久保駅 (Shin-Okubo Station)) http://t.co/xOP2SleC
@JunItabashi お疲れ様です！ビールが旨い！
@codawarishouten ぜひお見せください。一升瓶持っていけば見られますかね？(笑)
大本って名前混ぜてるのかな・・・？
@codawarishouten 兄貴の裏の顔って何処ですか？（笑）
リタイアの方へのPC指導。メール添付の画像ファイルの保存からの指導をしなくてはならなくて、大変でした・・・。（ずっとその先の説明をしていて、話が噛み合わなかったｗ）
こだわりの兄貴！尊敬してます！ RT @codawarishouten: そんな～ｗｗ RT @kiwipon: 表の顔しか知らなかった人の裏の顔を知ったけど、どっちも大好きだったw  好きすぎでヤバいわ！
表の顔しか知らなかった人の裏の顔を知ったけど、どっちも大好きだったw 好きすぎでヤバいわ！
ついったー調子悪いね。
@asu_pi どうした(笑)
RT @codawarishouten: 俺とあんたの仲なんだからさぁ。と頼まれ付き合いで仕方なく仕入れた商品ほど売れない物はない。そしてその人との『仲』もすぐに自然と無くなる。
ほほぅ。”読心スキルとはコミュニケーション能力。つまり、経験してきた人間関係の総量に比例します。”＞＞セクハラを起こしやすい男の傾向とは？ http://t.co/VNXVx9jH via @newsameba
孫さんの頭に体現されている。 RT @erina1121: ソオフトバンクの光の道がなんちゃらって話はどうなってるんだい？？？
東京都、電気自動車タクシーによるEVの実用性等調査事業を実施 |  http://t.co/OnE5Ur5G via @eco_biz
@aqrrie 個人としての幸せを追求しないから。
@KOBACHIDAYO GAYの方にモテます。あんまり嬉しくないです。むしろ怖いです。
オレオレ詐欺ならぬ、やるやる詐欺とか、出す出す詐欺・・・。
@hayakana ん、安全ってどういうこと？
男の意地と女の嫉妬ほど扱いに困るものはない・・・
@hayakana うーん、恋愛そのものに否定的だからねぇ。俺を当事者にしないでくれーッテ感じ。
"I'm at ワールドシティータワーズ プール (港南4-6-1, 港区) http://t.co/vWRMHYxm"
風、つよ。。
@Ksnicc 外みりゃあ良かったんでないの？(笑)
@suemitumika そとみりゃあ良かったんでないの？(笑)
なかなか良いエントリーだった。>> 小沢一郎さんが自宅で倒れる http://t.co/5shKd0uE
このサービス面白いなぁ>> 評価経済のなかでどのように企業として生き残っていくか：AIRBNBという画期的なサービス http://t.co/kOExNnMW
Just completed a 5.33 km run - 朝ラン♪. http://t.co/4uGzaP4E #RunKeeper
@sp6g8fw9 おはよ。
くもつていて、お日様がてでないー http://t.co/YOItL65F
