text
そろそろ向き合わねばならんな、唐揚げを味噌汁に浸して喰う俺氏と。
【悲報】俺氏「なぜヒトは抗えきれないのだろうか」。 https://pic.twitter.com/gDILID4g9c
本・書籍の要点まとめ/ソーシャルリーディングサイト | ブクペhttp://bukupe.comこんなウェブサイトあったらいいなってググったらあった。有益だけどｇｄｇｄな本を読まなくて済むぞ。Amazonより、書籍選ぶための指標として使えそう。なんすば( ´ー｀)ﾉ
@yuuman7 そんときはきっとスポーツマン代表じゃなくてニコニコユーザー代表なのでスポーツマンシップではなく利用規約に則ります。
俺のアカウント名の数字をよく見ろ。「groovy223」、つまり２２２番目のサブ垢だ。
間違え探し、見つけたらＲＴ田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田※間違いはこんなことに時間を使ったことです
俺が本気になれば、つぶやく暇さえ与えない！
サブアカウントってなんぞ？俺、アカウント２０コあるけど、全部メインだから！
まだ受け付けてますよー。バレンタインデーのチョコー。
@Alpha_tokisora ありがとうだわ。もし女性ならばホントに受け取りに行きたいものであるfromアメリカ。
明治大学の合格発表の表示が紛らわしいと話題にｗｗｗｗｗｗｗｗｗhttp://vippers.jp/archives/693331.html?_f=jp…このページを開けた時一瞬グッと手を握り締め喜びそうになった直後にドッと押し寄せる絶望を想像した。
悩み事をちゃんとした文章にまとめるからブックオフに引き取ってもらいたい。
机から樹液出てる((((( ；ﾟДﾟ)))))
僕はつぶやき方を忘れてしまったよ。
「あなたと一緒に火の中に突っ込んでくれる人を探しなさい」ってメール来た((((( ；ﾟДﾟ)))))
記事をシェアすることで参加できる懸賞に応募してFacebookのTLを汚すのが最近の趣味だなう。
すっげぇ情熱的に呼び鈴鳴らして突き指したい。
靴紐むすんでる時間もったいないからマジックテープの靴買いたい。
靴下裏返ったまま洗濯機入れると怒られたが、冷静に考えて足裏の付着面がよく洗えそうだからむしろ良くね？
最近面白いつぶやきが思い浮かばなくて泣く夜があるわ。
@shiori_ioi そう言っていただけると、嬉し涙で画面が見えんだわ(ノд−。)クスン
【僕の泣く顔文字の遷移まとめ】くよ(´ﾉω；`)くよ↓(´；ω；｀)ｳｩｩ↓。・゜・(ノД`)・゜・。↓∃ﾖﾖｮｮ｡+ﾟ(ﾉД`)ﾟ+｡ｮｮﾖﾖ∃↓(ノд−。)クスン↓(pдq｀｡)ﾜｰﾝ(pд･｀q)ﾁﾗ(pдq｀｡)ｼｸｼｸコピペして使ってねーっと。
@monstersword179 ん？僕が？まあ、アメリカにいるからそう言えなくもないが。留学中なう。
@monstersword179 なぜ伏せたし(笑)カリフォルニアだよ。わかりやすく言うと左側〜。
@monstersword179 一般家庭よりは少しリッチだが、俺のパワーじゃないからなー。でも、頑張って父は超えたいところ。
@monstersword179 ほぼゼロだね。留学はたまに耐えられなくて逃げ帰る人がいるそうだから、それを自力クリアしたくらいかなー。辛いけども。よかったらブログ読んでねーっとぺたり。http://groovy223.tumblr.com/
@monstersword179 いや、少なくとも半年こっちにいる僕は二種類をはっきり感じてるね、アジア人好き派と嫌い派と。友達はまあ別にいるし困ってはないんだけども食生活がなー！サプリメント生活になってからはだいぶ改善したけども。痩せねばなー。
@monstersword179 銃声一回だけ聴いたけど、一応カリフォルニアの中でも安全なとこいるから大丈夫だと思う。スナイパーは僕を狙わんよ、価値ないからな。ロサンゼルスは嫌なオーラあったけどな。
@monstersword179 残念！左側だ！ https://pic.twitter.com/9WPAlSqQ
@monstersword179 アメリカ人は観光くらいでしか来ないだろうけど、中国はたくさん流れてくると思うよ。東京行った時松屋の店員がみんな中国人でビビっただわ。こっちの中国の友達は中国にいるより快適でもっとアメリカに居たいと言ってた。日本人の俺は国に帰りたくて仕方ないのに。
@monstersword179 来る前は偏見だといくらか思ってたが謎のせこいイメージが現実だと思ったよ、チャイナは。「あなたは私の宿題をするべきだ」とかなんとか言われて代わりになぜか宿題をやらされた事件一回あった(笑)あれはよくわからんかった。賢いかどうかは人次第。
意味のない話のできない俺に意味はないらしい。
@hikikomorinecco 日付的にうまく忘れてたものを今頃になってリプライだと！？思い出して本当に買っちゃいそうじゃまいか((((( ；ﾟДﾟ)))))
ドン・キホーテで安売りしてそうな愛の言葉に騙されてるあの娘を量産型ギャル男から救ってあげたい。
【悲報】アメリカのSUBWAYの店員と仲良くなって名前で呼び合う仲になったが、クレジットカードを見て僕の名前はどうやらＪＡＬと判断された。
23歳にもなって、底にローラー付いてるスニーカーが欲しい。さっき、取り寄せれば手に入ることがわかった。どうする、俺！
@CHOCO0525 そのガーガーをやりたいのだわー。
言い訳の練習ばっかしてんなよ、俺。
俺の性格がネチネチしてんのは、ハチミツみたいな君の甘い笑顔に惚れたから。
@nl07wq どうしたのだろう(笑)過去の自分へと戻っていってる感覚がある。
フルカラーのレントゲンかと思ったら友達の写真だった。
@Masha999RUS これはシェアしてやりたいなー、ホント。でも、普通に顔写っちゃってるからなー。マジ申し訳ない。一言で表すと「骨っぽい」。
昨日あれだけバレンタインデーツイートしときながらあれだが、実は時差で今日バレンタインデーだったりする俺です。ワンチャンあるで！
テスト返却があり、「くそ、１つ間違えたー」って言いながら、友達がそのチェックマークを塗り潰しNIKEのロゴへと進化させる。実はアメリカではチェックマークが正解だったりする。彼の唯一の正解も見た目残念になり最低な答案用紙の完成なう。
チョコより甘い君が欲しい。
その甲高い声は帰る俺を遠くから呼び止めチョコ渡すために存在するのではないのか！
黒いとこ踏んじゃダメよゲームやってる子たち見て自分もまぜて欲しいなとまだ思う。若いぞ、俺。
僕がチョコもらえないのは、留学先だからだもん！べ、別にモテないわけじゃないんだからね！(震え声)
@hisuix おっ、鋭いな。時差も考慮してツイートしてる。トレンディー・タイムリーを常に意識、それが(自称)アルファツイッタラーだぜぇえええ！
@hikikomorinecco 家だと持ってくんじゃね？とマジレス。アメリカの僕ん家に送ると、送料だけでチョコがいくつ買えるか。愛がないと送れないよ、え？愛があれば？誰からも俺への愛がない……のか？( ꒪Д꒪)のー
知りたくなかった、英語で「ポケットモンスター」と呼ばず、「ポケモン」という略称だけが使われる理由（ヤフー知恵袋より）http://detail.chiebukuro.yahoo.co.jp/qa/question_deail/q131461043…全力で知りたくなかったなー。いや、むしろ言う前に知りたかったぞ。留学先で伝わらなかったからググったらこれだよ。
【閲覧注意】アザラシがペンギン食ってる姿怖すぎワロタｗｗｗｗｗｗｗｗｗhttp://vippers.jp/archives/692166.html…完全モンスターハンター出てくるレベルやん！こわΣ(´ω｀;)
iPhoneが見当たらなくて、「はは〜ん、こういうときのためにアプリ『iPhoneを探す』だな！」と思い、起動。しかし、iPadと同じ位置、つまり家にあるのがわかるだけだったので、結局探すんだよねーっと(´･ω･｀)しょぼーん
