梶田先生,カジタセンセイ
先行研究開発,センコウケンキュウカイハツ
投資ポートフォリオ,トウシポートフォリオ
最適行動,サイテキコウドウ
博士号取得,ハクシゴウシュトク
研究者,ケンキュウシャ
安定運用,アンテイウンヨウ
蓮舫議員,レンホウギイン
１位,イチイ
経済換算,ケイザイカンサン
全く同意,ゼンクドウイ
研究者,ケンキュウシャ
RT日本,アールティーニッポン
落合陽一,オチアイヨウイチ
ishere,イズヒアー
渋谷近辺,シブヤキンペン
ところじゃなくて,トコロジャナクテ
優劣明示,ユウレツメイジ
明示化,メイジカ
化圧力,カアツリョク
たくさん仕事,タクサンシゴト
両方努力,リョウホウドリョク
投資眼,トウシメ
期限内,キゲンナイ
管理能力,カンリノウリョク
孫さん,マゴサン
勉強家,ベンキョウカ
是非未踏,ゼヒミトウ
未踏スーパー,ミトウスーパー
スーパークリエータ,スーパークリエータ
の大好き,ノダイスキ
アルバイト生,アルバイトセイ
生二,セイニ
二人,ニニン
三人,サンニン
めいめい別々,メイメイベツベツ
ゆるふわ女子,ユルフワジョシ
どっとasia,ドットエイジア
一定規模,イッテイキボ
創業社長,ソウギョウシャチョウ
不確実性ドライブ,フカクジツセイドライブ
マジ便利,マジベンリ
抽象度,チュウショウド
バランス的,バランステキ
F#力,エフシャープリョク
実用性,ジツヨウセイ
性高,セイダカ
高そう,ダカソウ
RTF#,アールティーエフシャープ
3月プログラミング言語,サンガツプログラミングゲンゴ
プログラミング言語人気,プログラミングゲンゴニンキ
人気ランキング,ニンキランキング
設計依頼,セッケイイライ
プロマネ依頼,プロマネイライ
昨日ベトナム,キノウベトナム
REDアツ,レッドアツ
アツい,アツイ
完成度,カンセイド
RTIBM,アールティーアイビーエム
アルバイト生,アルバイトセイ
生二,セイニ
二人,ニニン
将来楽しみ,ショウライタノシミ
一昨年末,イッサクネンマツ
東大理科一類,トウダイリカイチルイ
ボランティア講師,ボランティアコウシ
サーバ層,サーバソウ
ネットワーク層狙い,ネットワークソウネライ
協力者,キョウリョクシャ
関係みたい,カンケイミタイ
ディストリビューション提供,ディストリビューションテイキョウ
サポートビジネス,サポートビジネス
協力者,キョウリョクシャ
者たち,シャタチ
OSS開発者,オーエスエスカイハツシャ
メタ知識,メタチシキ
是非一緒,ゼヒイッショ
早晩淘汰,ソウバントウタ
機械化,キカイカ
の簡単,ノカンタン
簡単そう,カンタンソウ
プログラミングそのもの,プログラミングソノモノ
本質的差分,ホンシツテキサブン
説明可能,セツメイカノウ
専門的,センモンテキ
哲学的抽象化,テツガクテキチュウショウカ
ひとつ科学,ヒトツカガク
科学的,カガクテキ
的法則,テキホウソク
日高敏隆先生,ヒダカトシタカセンセイ
ドーキンス著,ドーキンスチョ
竹田青嗣先生,タケダセイジセンセイ
表現できないよ,ヒョウゲンデキナイヨ
できないような,デキナイヨウナ
うな事柄,ウナコトガラ
抽象的,チュウショウテキ
一番得意,イチバントクイ
の何,ノナン
何度,ナンド
二人,ニニン
トークスキル,トークスキル
毎週ANN,マイシュウエーエヌエヌ
既存の,キソンノ
RT正規表現,アールティーセイキヒョウゲン
正規表現技術,セイキヒョウゲンギジュツ
技術入門,ギジュツニュウモン
技術面,ギジュツメン
揺れ動き,ユレウゴキ
過去動画,カコドウガ
因果推論,インガスイロン
自分メカニズム,ジブンメカニズム
自分マイニング,ジブンマイニング
自分マイニング,ジブンマイニング
機械的,キカイテキ
ドローン向け,ドローンムケ
人時給,ヒトキキュウ
ルービックキューブ自力,ルービックキューブジリキ
因果推論,インガスイロン
確率的,カクリツテキ
的ロボティクス,テキロボティクス
反射的,ハンシャテキ
職業定義,ショクギョウテイギ
ITコンサルタント,アイティーコンサルタント
職業ランキング,ショクギョウランキング
モデル選択,モデルセンタク
選択後,センタクゴ
RTR,アールティーラウンド
アドファイブ,アドファイブ
ファイブ日記,ファイブニッキ
パス解析,パスカイセキ
合成変数,ゴウセイヘンスウ
いわば非線形,イワバヒセンケイ
変数変換,ヘンスウヘンカン
期待度,キタイド
確率的,カクリツテキ
絶対矛盾,ゼッタイムジュン
矛盾的,ムジュンテキ
的自己,テキジコ
自己同一,ジコドウイツ
禅思想,ゼンシソウ
僕みたい,ボクミタイ
ば分,バブン
インターネット本格,インターネットホンカク
本格普及,ホンカクフキュウ
Kiva社,キーバシャ
RTアマゾン,アールティーアマゾン
ロボット化,ロボットカ
最新発送,サイシンハッソウ
発送センター,ハッソウセンター
jpさん,ジェーピーサン
ASPdot,エイエスピーディーオーティー
dotNET,ディーオーティーネット
NETWeb,ネットWeb
勉強三昧,ベンキョウサンマイ
コンセプト的,コンセプトテキ
データサイエンティスト方面,データサイエンティストホウメン
モデル選択,モデルセンタク
信頼性みたい,シンライセイミタイ
付随ツール,フズイツール
理論的,リロンテキ
的背景,テキハイケイ
得感,トクカン
機械学習的,キカイガクシュウテキ
経験的,ケイケンテキ
クロスバリデーション,クロスバリデーション
ポンみたい,ポンミタイ
射程範囲,シャテイハンイ
便利そう,ベンリソウ
星野崇宏,ホシノタカヒロ
崇宏先生,タカヒロセンセイ
データ融合,データユウゴウ
融合みたい,ユウゴウミタイ
号室,ゴウシツ
人が入居,ジンガニュウキョ
一人,イチニン
自社製品,ジシャセイヒン
製品開発,セイヒンカイハツ
礒部さん,イソベサン
受けて営業,ウケテエイギョウ
営業マージン,エイギョウマージン
女性管理職,ジョセイカンリショク
個人的,コジンテキ
経営陣,ケイエイジン
独立以来,ドクリツイライ
関係先,カンケイサキ
何人,ナンニン
サンプル数,サンプルスウ
一桁,イチケタ
プログラマいない,プログラマイナイ
提供価値,テイキョウカチ
飛躍的,ヒヤクテキ
自社事業,ジシャジギョウ
ようチャレンジ,ヨウチャレンジ
チャレンジチャレンジ,チャレンジチャレンジ
全く抵抗,ゼンクテイコウ
マーケティング力,マーケティングリョク
ギークハウス東上野,ギークハウスヒガシウエノ
乾燥機つき,カンソウキツキ
つき洗濯機,ツキセンタクキ
十分幸せ,ジュウブンシアワセ
会社勤め,カイシャツトメ
お客さん,オキャクサン
国際学会,コクサイガッカイ
ようわからん,ヨウワカラン
わからん精度,ワカランセイド
俺ら,オレラ
もん実用,モンジツヨウ
実用的,ジツヨウテキ
好き勝手,スキカッテ
RT情報,アールティージョウホウ
アドファイブ,アドファイブ
一日,イチニチ
５日,ゴニチ
自社製品,ジシャセイヒン
製品開発,セイヒンカイハツ
受託開発,ジュタクカイハツ
Web以外,Webイガイ
全部自分,ゼンブジブン
原価率,ゲンカリツ
コスト内訳,コストウチワケ
受託開発,ジュタクカイハツ
コスト構造,コストコウゾウ
調理スタッフ,チョウリスタッフ
販管費的,ハンカンヒテキ
広告宣伝,コウコクセンデン
宣伝コスト,センデンコスト
妥当額,ダトウガク
取引関係,トリヒキカンケイ
コンサルワーク,コンサルワーク
人情抜き,ニンジョウヌキ
ビジネス取引,ビジネストリヒキ
自社製品,ジシャセイヒン
一匹狼的,イッピキオオカミテキ
時間単価,ジカンタンカ
万円,マンエン
発注側,ハッチュウガワ
人当たり,ニンアタリ
万円,マンエン
マザーズ上場,マザーズジョウジョウ
万円,マンエン
バックオフィス,バックオフィス
オフィス等々,オフィストウトウ
間接コスト,カンセツコスト
